vector_id,expected_accum,got_accum,pass,cycles,spikes_q,spikes_k,sparsity_q_pct,sparsity_k_pct,mac_reduction_pct,bw_reduction_pct,throughput_tok_per_cyc
0,372482,372482,PASS,16564,448,434,89.06,89.40,100.00,67.17,0.0532
